movie_id,director_id
1250,132
1594,132
1755,132
2407,132
217,133
775,133
2128,133
218,134
310,134
614,134
881,134
1081,134
1193,134
1258,134
1555,134
1828,134
1842,134
2526,134
3037,134
3332,134
221,135
244,135
456,135
667,135
755,135
1339,135
223,136
1211,136
1887,136
2024,136
2922,136
2923,136
225,137
2249,137
230,138
1042,138
1602,138
231,139
1361,139
2057,139
2790,139
234,141
550,141
933,141
235,142
240,142
1050,142
1053,142
1736,142
1764,142
2035,142
2637,142
237,143
238,143
241,143
3025,143
4675,143
242,144
1396,144
245,146
248,147
493,147
1420,147
1994,147
2223,147
2376,147
2679,147
249,148
2862,148
250,149
390,149
2933,149
252,150
432,150
511,150
253,151
436,151
2331,151
2990,151
255,152
401,152
412,152
743,152
938,152
1039,152
1055,152
1570,152
1669,152
2066,152
2096,152
3193,152
3471,152
4280,152
4485,152
4906,152
260,153
2224,153
2285,153
4073,153
262,154
263,155
267,155
428,155
1527,155
1878,155
2163,155
264,156
625,156
268,157
380,157
395,157
466,157
1590,157
270,158
1146,158
2094,158
272,159
430,159
475,159
822,159
1105,159
1162,159
2051,159
3588,159
273,160
290,160
626,160
640,160
737,160
1212,160
274,161
278,162
316,162
1748,162
280,163
282,164
1228,164
1609,164
1767,164
4961,164
283,165
484,165
1490,165
293,166
355,166
383,166
410,166
729,166
747,166
851,166
880,166
1025,166
2157,166
2605,166
2899,166
294,167
1305,167
1850,167
2518,167
2879,167
2919,167
295,168
572,168
661,168
935,168
1757,168
1903,168
296,169
738,169
1275,169
2393,169
2471,169
3704,169
297,170
589,170
707,170
856,170
859,170
2931,170
3356,170
4497,170
298,171
369,171
299,172
715,172
1568,172
300,173
343,173
461,173
719,173
1154,173
1517,173
1726,173
2628,173
302,174
303,175
2059,175
2387,175
2860,175
305,176
455,176
652,176
306,177
3171,177
4260,177
307,178
506,178
783,178
1278,178
1768,178
3815,178
312,179
695,179
1006,179
4376,179
4903,179
314,180
317,181
848,181
855,181
2147,181
318,182
319,183
2021,183
320,184
724,184
322,185
483,185
3147,185
324,186
336,186
325,187
3512,187
328,188
1130,188
1172,188
2494,188
2975,188
3008,188
4056,188
4409,188
329,189
330,190
633,190
857,190
1108,190
1419,190
1658,190
2135,190
2293,190
332,191
643,191
696,191
711,191
839,191
1400,191
1785,191
2404,191
333,192
504,192
1017,192
1190,192
4296,192
334,193
335,194
542,194
1327,194
342,195
1325,195
2452,195
344,196
346,197
1941,197
4119,197
347,198
818,198
864,198
1834,198
2410,198
2801,198
348,199
562,199
1226,199
1441,199
349,200
1404,200
1429,200
2085,200
2972,200
351,201
533,201
578,201
592,201
630,201
666,201
681,201
741,201
1037,201
1829,201
2235,201
2282,201
2840,201
3014,201
3941,201
358,202
768,202
940,202
1155,202
360,203
364,203
1030,203
1056,203
1769,203
363,204
368,205
528,205
644,205
2614,205
3884,205
3968,205
370,206
714,206
1432,206
3595,206
372,207
450,207
459,207
515,207
536,207
1435,207
1587,207
2102,207
3105,207
378,208
693,208
1152,208
1576,208
2604,208
379,209
539,209
2618,209
384,210
439,210
566,210
797,210
1504,210
1885,210
1907,210
2441,210
3045,210
3167,210
3560,210
3799,210
387,211
1874,211
388,212
1080,212
389,213
913,213
2681,213
391,214
677,214
1485,214
2194,214
393,215
860,215
394,216
440,216
1011,216
402,217
507,217
559,217
597,217
679,217
680,217
794,217
825,217
1438,217
2169,217
403,218
479,218
404,219
407,219
406,220
1047,220
3876,220
409,221
411,221
452,221
651,221
1210,221
413,222
510,222
414,223
2524,223
2534,223
2816,223
4684,223
415,224
579,224
612,224
2896,224
420,225
421,226
900,226
1656,226
2601,226
422,227
879,227
1139,227
2173,227
423,228
2300,228
424,229
555,229
1422,229
1865,229
425,230
2227,230
2559,230
3742,230
426,231
645,231
2210,231
2271,231
427,232
448,232
451,232
531,232
1338,232
1634,232
2129,232
429,233
1123,233
1215,233
431,234
2388,234
2470,234
3371,234
3887,234
3888,234
4002,234
4160,234
4952,234
438,235
2020,235
441,236
663,236
749,236
1398,236
2027,236
2252,236
2544,236
445,237
1625,237
1627,237
1640,237
4931,237
446,238
985,238
1264,238
454,239
1407,239
1411,239
457,240
532,240
618,240
730,240
835,240
1761,240
2158,240
3038,240
462,241
969,241
1320,241
2167,241
2464,241
463,242
1207,242
1416,242
464,243
1097,243
1450,243
3989,243
465,244
1381,244
1488,244
2297,244
2298,244
467,245
469,246
1678,246
2398,246
4060,246
4490,246
472,247
1240,247
1677,247
1838,247
1892,247
1971,247
2609,247
3093,247
473,248
1078,248
474,249
476,250
870,250
1281,250
1457,250
3594,250
3728,250
477,251
910,251
2159,251
2573,251
2968,251
478,252
481,253
4226,253
4648,253
486,254
487,255
936,255
1267,255
1626,255
488,256
1709,256
2028,256
2390,256
2701,256
2935,256
4796,256
490,257
495,258
496,259
497,260
983,260
1229,260
3024,260
3123,260
3458,260
4537,260
500,261
1841,261
2357,261
503,262
505,263
1783,263
512,265
516,266
902,266
1470,266
1622,266
2555,266
2784,266
3557,266
518,267
2830,267
519,268
520,269
521,270
1090,270
522,271
634,271
534,272
541,273
604,273
678,273
1032,273
1453,273
2423,273
545,274
725,274
908,274
980,274
1389,274
1749,274
3285,274
3988,274
547,275
600,275
765,275
849,275
1086,275
1646,275
1686,275
2514,275
548,276
1084,276
1341,276
1413,276
2036,276
2396,276
551,277
1364,277
552,278
567,278
854,278
1141,278
1830,278
1869,278
2200,278
2274,278
2428,278
2631,278
2833,278
3747,278
3946,278
553,279
1048,279
2082,279
554,280
569,280
843,280
1140,280
1340,280
1840,280
556,281
557,282
903,282
2914,282
558,283
1099,283
2040,283
2706,283
560,284
561,285
745,285
564,286
568,287
570,288
1414,288
1431,288
1797,288
1835,288
573,289
722,289
1833,289
3261,289
574,290
1237,290
1867,290
576,291
577,292
713,292
1938,292
2858,292
581,293
598,293
616,293
1149,293
585,294
916,294
992,294
1079,294
1599,294
1855,294
2246,294
2765,294
587,295
593,296
777,296
595,297
789,297
897,297
931,297
950,297
1390,297
2640,297
599,298
1423,298
1424,298
3017,298
601,299
888,299
1068,299
1851,299
606,300
821,300
1741,300
2056,300
3478,300
609,301
615,302
1034,302
1526,302
1894,302
1925,302
619,304
1458,304
1582,304
620,305
622,306
623,307
624,308
639,308
875,308
924,308
1208,308
1217,308
1265,308
1642,308
1940,308
2083,308
627,309
628,310
754,310
1286,310
1779,310
631,312
632,313
1653,313
4643,313
635,314
636,315
932,315
1268,315
638,317
641,318
1699,318
1920,318
2906,318
647,319
691,319
770,319
4512,319
648,320
650,321
653,322
699,322
1745,322
1852,322
3004,322
658,323
2299,323
659,324
2608,324
3578,324
660,325
688,325
1205,325
664,326
1221,326
2334,326
2891,326
665,327
773,327
815,327
878,327
907,327
974,327
998,327
1005,327
1246,327
1454,327
1463,327
1604,327
1605,327
1870,327
2087,327
2133,327
2761,327
2864,327
3541,327
3674,327
671,328
1166,328
2395,328
3449,328
4200,328
672,329
891,329
2363,329
3049,329
3080,329
4257,329
4360,329
673,330
1427,330
3390,330
674,331
954,331
2895,331
676,332
2547,332
4682,332
682,333
828,333
1213,333
1479,333
1502,333
2009,333
687,334
1332,334
2499,334
689,335
690,336
1127,336
1355,336
1449,336
2000,336
4041,336
692,337
807,337
1214,337
701,339
2347,339
702,340
1088,340
2171,340
3125,340
704,341
1002,341
1082,341
1391,341
1525,341
1697,341
2444,341
2542,341
2652,341
2819,341
3363,341
705,342
706,343
708,344
2368,344
709,345
790,345
838,345
2037,345
2962,345
712,346
1184,346
1409,346
1619,346
721,347
726,348
823,348
1254,348
728,349
731,350
1512,350
732,351
2983,351
736,352
788,352
1484,352
1974,352
3587,352
739,353
2673,353
3474,353
742,354
1771,354
3029,354
3544,354
3881,354
744,355
1094,355
748,356
803,356
1316,356
2039,356
2137,356
2545,356
750,357
819,357
1074,357
1543,357
1786,357
2165,357
752,358
901,358
753,359
756,360
785,360
1690,360
757,361
759,362
760,363
762,364
1046,364
1186,364
1863,364
2112,364
2138,364
3030,364
3489,364
763,365
764,366
890,366
1177,366
1299,366
1556,366
766,367
767,368
4590,368
769,369
1354,369
2084,369
771,370
1774,370
2049,370
772,371
784,371
1051,371
1119,371
1606,371
2621,371
2756,371
3590,371
774,372
3608,372
4272,372
776,373
939,373
1077,373
1252,373
1784,373
1858,373
2517,373
3604,373
778,374
779,375
863,375
780,376
1323,376
1847,376
2704,376
781,377
786,378
905,378
1289,378
2359,378
4467,378
792,379
1848,379
793,380
798,381
799,382
1987,382
2878,382
3292,382
4668,382
800,383
895,383
2280,383
3149,383
801,384
802,385
1905,385
804,386
2018,386
4145,386
806,387
1049,387
1243,387
1321,387
808,388
1241,388
1476,388
2281,388
2952,388
809,389
1999,389
2314,389
4020,389
5015,389
811,390
812,391
2061,391
2949,391
3928,391
813,392
814,393
1013,393
1297,393
1357,393
1574,393
3103,393
3107,393
3805,393
820,394
826,395
829,396
945,396
1235,396
2378,396
832,397
1027,397
2275,397
2889,397
2964,397
833,398
1836,398
2219,398
3109,398
3142,398
836,399
2785,399
840,400
844,401
1276,401
1667,401
2504,401
845,402
1101,402
2943,402
850,403
1106,403
2063,403
2659,403
3639,403
852,404
894,404
1522,404
3552,404
862,405
952,405
997,405
866,406
1069,406
868,407
1012,407
1970,407
869,408
1277,408
1388,408
2951,408
3658,408
871,409
872,410
1968,410
4010,410
873,411
1026,411
2124,411
2181,411
2917,411
3211,411
4227,411
876,412
877,413
1157,413
882,414
1478,414
1932,414
883,415
2566,415
884,416
1981,416
885,417
886,418
889,419
892,420
2489,420
896,421
1052,421
1204,421
1247,421
1572,421
2414,421
2838,421
3129,421
3467,421
3538,421
4397,421
899,422
1337,422
3761,422
4338,422
4720,422
906,423
2127,423
3333,423
909,424
990,424
1192,424
1343,424
1406,424
1754,424
1825,424
2237,424
2254,424
2306,424
2635,424
3480,424
5036,424
911,425
1107,425
1178,425
1417,425
1472,425
3520,425
915,426
2782,426
917,427
2492,427
3359,427
4487,427
918,428
1491,428
1700,428
4097,428
919,429
962,429
984,429
3403,429
920,430
2408,430
3868,430
922,431
1318,431
1872,431
2736,431
923,432
925,433
1598,433
1908,433
3146,433
926,434
1219,434
1552,434
2554,434
2643,434
929,435
941,436
1702,436
1718,436
1980,436
2070,436
2291,436
2999,436
3885,436
943,437
1382,437
1596,437
4203,437
947,438
1129,438
1430,438
1946,438
2104,438
2796,438
2985,438
3145,438
3199,438
3600,438
3681,438
3847,438
4052,438
4213,438
4484,438
4924,438
948,439
1180,439
1206,439
1494,439
1967,439
949,440
1209,440
1554,440
1581,440
953,441
955,442
1496,442
1739,442
2199,442
956,443
1066,443
957,444
3479,444
959,445
1014,445
1233,445
1452,445
2190,445
2849,445
3982,445
4696,445
960,446
1352,446
1891,446
1927,446
2086,446
2225,446
961,447
993,447
1857,447
2353,447
964,448
965,449
4012,449
966,450
1312,450
1367,450
1807,450
2110,450
2737,450
967,451
4672,451
968,452
2447,452
2764,452
3468,452
970,453
1983,453
3383,453
973,455
1480,455
3272,455
977,456
978,457
1692,457
2244,457
979,458
2932,458
981,459
1262,459
982,460
1808,460
3294,460
4047,460
4710,460
986,461
987,462
988,463
1163,463
1675,463
989,464
991,465
1315,465
2430,465
2436,465
2585,465
2763,465
3364,465
4051,465
4632,465
996,466
1395,466
999,467
1292,467
3655,467
1001,468
2970,468
1003,469
1171,469
1394,469
1442,469
4763,469
1007,470
1298,470
1360,470
1788,470
1977,470
2241,470
2421,470
2493,470
2620,470
3599,470
3903,470
4533,470
4822,470
1010,471
1296,471
1579,471
1763,471
2548,471
3140,471
3788,471
1015,472
1559,472
2152,472
2311,472
3131,472
3204,472
3652,472
1016,473
1651,473
2863,473
4410,473
1018,474
1789,474
1839,474
1936,474
3939,474
4422,474
4576,474
4998,474
1019,475
1272,475
1853,475
2883,475
1020,476
2814,476
1021,477
4068,477
1028,478
1637,478
2139,478
2966,478
4309,478
1029,479
1307,479
1466,479
1031,480
2661,480
1033,481
1775,481
2771,481
3246,481
1035,482
1703,482
1896,482
2055,482
1038,483
1095,483
2974,483
1045,484
1054,485
1075,485
1284,485
1057,486
4089,486
1058,487
1524,487
1673,487
1060,488
1196,488
1283,488
2394,488
1061,489
2773,489
1062,490
1063,491
1064,492
1753,492
2017,492
2075,492
2220,492
2286,492
2623,492
2778,492
2954,492
3169,492
4807,492
1065,493
1072,494
1232,494
1712,494
1073,495
3282,495
4248,495
4538,495
1076,496
1200,496
2054,496
2305,496
2789,496
1085,497
1645,497
3551,497
1091,498
2658,498
2839,498
1092,499
1156,499
1271,499
1093,500
1098,500
1100,501
1102,502
1103,503
3738,503
1104,504
1269,504
2580,504
2743,504
1110,505
1224,505
1531,505
1846,505
1969,505
1995,505
1111,506
1562,506
1713,506
3606,506
1112,507
1882,507
1113,508
2724,508
3180,508
3714,508
4958,508
1114,509
2344,509
2946,509
4843,509
1117,510
1248,510
1118,511
1120,512
1633,512
3379,512
1121,513
2251,513
1122,514
1124,515
1939,515
2071,515
2233,515
1125,516
3822,516
1131,517
2389,517
1135,518
1142,518
1893,518
1136,519
2710,519
3036,519
3077,519
1137,520
1138,521
1370,521
1143,522
2636,522
1144,523
1145,524
2630,524
1147,525
1306,525
1698,525
1813,525
2100,525
2170,525
4494,525
1148,526
2213,526
2238,526
2717,526
3090,526
3529,526
4189,526
1151,527
1481,527
3040,527
1153,528
1222,528
1790,528
3301,528
1158,529
1216,529
4597,529
1159,530
1742,530
3051,530
1161,531
1164,532
1611,532
2934,532
1165,533
2130,533
1167,534
1238,534
1635,534
1766,534
1796,534
1168,535
1379,535
1451,535
1975,535
2263,535
4269,535
4317,535
1169,536
3425,536
1170,537
1173,538
2174,538
1174,539
1547,539
1175,540
1179,541
1181,542
1183,543
1185,544
3352,544
4531,544
1187,545
1256,545
1477,545
1608,545
2929,545
1188,546
2456,546
3430,546
3435,546
1191,547
4358,547
1199,548
1302,548
1434,548
1916,548
1201,549
1257,549
1421,549
1475,549
1845,549
1963,549
2022,549
2361,549
2786,549
3378,549
3916,549
4353,549
1203,550
1223,551
1380,551
1607,551
1798,551
1227,552
1428,552
1620,552
1681,552
2392,552
1236,554
1242,556
1244,557
4831,557
1245,558
1251,559
3141,559
1253,560
1255,561
2476,561
3259,561
1260,562
1486,562
2358,562
3779,562
1261,563
1263,564
1270,565
1539,565
1926,565
3028,565
3720,565
1273,566
1313,566
1279,567
1523,567
1280,568
1285,569
1638,569
1287,570
2091,570
2435,570
2695,570
1288,571
3283,571
1291,572
3524,572
3619,572
3889,572
1293,573
2187,573
3953,573
1294,574
3917,574
1295,575
1300,576
1922,576
2557,576
3428,576
1301,577
1303,578
1304,579
2365,579
1308,580
1799,580
1915,580
2211,580
2496,580
3139,580
3286,580
1309,581
4279,581
1310,582
1311,583
1822,583
1317,585
1319,586
3099,586
1322,587
3157,587
3528,587
1324,588
1326,589
2989,589
1328,590
1330,591
1336,592
1342,593
2025,593
3032,593
3418,593
1344,594
1345,595
2996,595
3215,595
1348,596
1349,597
1566,597
1831,597
3046,597
3281,597
1351,598
1353,599
1631,599
1358,600
1595,600
3097,600
1362,601
3232,601
1363,602
1812,602
3499,602
4229,602
4476,602
1365,603
1375,603
1912,603
1953,603
2301,603
2668,603
1366,604
3415,604
1368,605
1369,606
4646,606
1371,607
1906,607
2295,607
2405,607
4054,607
1372,608
1408,608
1440,608
1886,608
2108,608
3064,608
3497,608
1373,609
1376,610
1461,610
2031,610
2105,610
3121,610
3581,610
3719,610
3818,610
3930,610
4105,610
4853,610
5009,610
1377,611
1378,612
1387,612
4064,612
1383,613
1385,614
2052,614
1386,615
2824,615
2845,615
1392,616
1580,616
1772,616
1897,616
3672,616
1397,617
2797,617
2950,617
1399,618
1410,619
3360,619
3564,619
1415,620
2198,620
2402,620
1425,621
2341,621
1426,622
2509,622
1433,623
1436,624
1439,625
1972,625
3047,625
3070,625
3279,625
3830,625
4937,625
1443,626
1444,627
1964,627
2088,627
2490,627
1446,628
2846,628
1447,629
1787,629
2921,629
1448,630
1455,631
2042,631
2503,631
4152,631
1456,632
3493,632
1459,633
1600,633
2116,633
3842,633
1460,634
1464,635
3318,635
1465,636
2101,636
1467,637
1468,638
3161,638
1469,639
1471,640
1473,641
4600,641
1474,642
1482,643
1483,644
1492,647
74,648
471,648
1493,648
2226,648
2639,648
4278,648
5013,648
1495,649
1498,650
1827,650
1880,650
1933,650
1503,651
1729,651
1505,652
1506,653
2325,653
1511,655
3176,655
3644,655
1513,656
2099,656
1516,657
1518,658
2048,658
2324,658
2374,658
1519,659
1549,659
2047,659
3436,659
1520,660
4174,660
1521,661
3670,661
1528,662
1529,663
1530,664
1532,665
1533,666
1534,667
2029,667
1535,668
1593,668
2191,668
1537,669
1538,670
2742,670
3486,670
1540,671
1756,671
3689,671
4133,671
1545,672
3271,672
4792,672
1548,673
1550,674
2209,674
1551,675
1558,676
1564,677
1565,678
2834,678
1567,679
1569,680
3039,680
1571,681
1573,682
1575,683
3207,683
1578,684
2775,684
3263,684
1584,685
1588,686
1993,686
1591,687
1592,688
4805,688
1603,689
1610,690
1613,691
2451,691
2963,691
3439,691
3464,691
4558,691
1614,692
2172,692
2491,692
2960,692
3338,692
1615,693
3369,693
3632,693
4686,693
1616,694
2322,694
1618,695
1720,695
1623,696
1624,697
1628,698
1862,698
2132,698
2276,698
2288,698
2292,698
2416,698
2431,698
2458,698
2561,698
2568,698
2578,698
2665,698
2696,698
2718,698
2726,698
2982,698
3890,698
3908,698
4251,698
4253,698
4325,698
1629,699
1630,700
1632,701
1636,702
1644,703
1648,704
4655,704
1649,705
4221,705
1654,706
1655,707
2193,707
2204,707
2269,707
1657,708
1661,709
3555,709
1662,710
4184,710
1663,711
1982,711
4258,711
4351,711
1664,712
1666,713
3963,713
1668,714
1670,715
1671,716
1672,717
1674,718
1876,718
1676,719
3119,719
1679,720
1680,721
1682,722
2176,722
1683,723
2072,723
3194,723
3453,723
1684,724
2330,724
1687,726
1688,727
1691,728
2505,728
3877,728
1693,729
3009,729
3957,729
4861,729
1694,730
1695,731
1759,731
1979,731
2023,731
4828,731
1696,732
1701,733
1704,734
3256,734
1705,735
1706,736
2064,736
1707,737
1710,738
1715,739
3767,739
4499,739
4898,739
1716,740
2871,740
1717,741
3234,741
1719,742
2044,742
1721,743
1722,744
1723,745
2683,745
1724,746
1725,747
2126,747
1728,748
1731,750
1732,751
1733,752
1734,753
1735,754
3170,754
1738,755
1743,756
2166,756
1744,757
1844,757
2089,757
2097,757
1746,758
1747,759
1751,760
1762,761
1776,762
2438,762
3174,762
3385,762
4858,762
1781,763
2332,763
2583,763
2987,763
1782,764
1792,765
1793,766
2142,766
4542,766
1795,768
2117,768
1800,769
2645,769
3027,769
4067,769
1801,770
3676,770
1804,771
2924,771
1805,772
2122,772
1809,773
2967,773
1810,774
2315,774
1814,775
2826,775
1818,776
1820,777
1821,778
2004,778
2168,778
2312,778
3543,778
3610,778
3907,778
4083,778
4191,778
4267,778
5016,778
1823,779
3392,779
1824,780
1826,781
2150,781
2256,781
1837,782
1854,783
3943,783
1856,784
1859,785
1860,786
2969,786
1861,787
1864,788
1866,789
1998,789
4030,789
1873,790
2449,790
2898,790
1879,791
1881,792
2707,792
2888,792
2902,792
3451,792
3481,792
3825,792
1884,793
1888,794
1890,795
4408,795
4649,795
1898,796
1900,797
2140,797
2177,797
2180,797
2366,797
2477,797
2625,797
2779,797
3100,797
1901,798
2497,798
3444,798
1902,799
3126,799
1909,800
4683,800
1913,801
1914,802
1917,803
1918,804
2308,804
1919,805
2418,805
3732,805
3757,805
1923,806
3106,806
3197,806
1924,807
1928,808
1929,809
3745,809
1930,810
2008,810
1931,811
1934,812
2425,812
2474,812
3712,812
4895,812
1935,813
1937,814
1942,815
2290,815
1943,816
1944,817
3405,817
1945,818
2060,818
1947,819
1950,820
2774,820
1951,821
1952,822
1954,823
1955,824
3506,824
1957,825
1958,826
1959,827
3054,827
1960,828
2528,828
3855,828
1961,829
1962,830
2222,830
3984,830
1965,831
1966,832
2781,832
4314,832
1976,833
2841,833
4380,833
1978,834
1984,835
1985,836
2772,836
1986,837
2329,837
2572,837
1989,838
3485,838
1990,839
2287,839
2327,839
1991,840
1992,841
1996,842
3710,842
1997,843
2001,844
2596,844
2734,844
2881,844
3772,844
4412,844
2003,845
2005,846
2006,847
3187,847
2007,848
2011,850
2013,851
2014,852
2015,853
2078,853
2016,854
4223,854
2019,855
2397,855
2603,855
2026,856
3346,856
2030,857
2032,858
2196,858
5012,858
2033,859
2034,860
4104,860
2038,861
2543,861
2884,861
3002,861
3970,861
4823,861
2041,862
2887,862
3206,862
2043,863
3789,863
2045,864
2046,865
2058,866
2806,866
2062,867
2065,868
2067,869
2068,870
2069,871
2073,872
3948,872
2074,873
2473,873
2077,874
3063,874
3339,874
4092,874
4491,874
2080,875
3042,875
3870,875
4024,875
4159,875
4169,875
4574,875
2081,876
2092,877
2433,877
2093,878
2098,879
2107,880
2109,881
3128,881
2111,882
2356,882
2113,883
2114,884
3034,884
4607,884
2115,885
3709,885
2118,886
2120,887
2121,888
2123,889
3071,889
2125,890
2355,890
2134,892
2208,892
4575,892
2136,893
2143,894
2146,895
2148,896
2149,897
2151,898
2156,899
2160,900
2161,901
2622,901
3031,901
3700,901
2162,902
3695,902
2175,903
3567,903
2179,904
2182,905
2563,905
2876,905
2183,906
2184,907
2185,908
4902,908
2186,909
2188,910
2189,911
2195,912
4731,912
2197,913
3104,913
2201,914
