movie_id,keyword_id
45,41
1012,41
3801,41
3901,41
46,42
47,43
251,43
526,43
2400,43
2569,43
48,44
104,44
265,44
414,44
961,44
1921,44
2330,44
2751,44
4979,44
49,45
50,46
51,47
3477,47
52,48
53,49
55,50
56,51
57,52
3517,52
58,53
3006,53
3350,53
59,54
426,54
469,54
779,54
1315,54
2572,54
3769,54
4165,54
4490,54
4549,54
60,55
922,55
1504,55
1895,55
2118,55
2515,55
2793,55
2809,55
4151,55
61,56
75,56
194,56
481,56
62,57
64,58
122,58
138,58
810,58
874,58
1523,58
1576,58
1598,58
1649,58
1727,58
1913,58
2998,58
3790,58
65,59
35,60
66,60
103,60
211,60
246,60
527,60
813,60
1277,60
1884,60
2671,60
2821,60
4018,60
4478,60
68,61
2333,61
70,62
541,62
820,62
1484,62
1853,62
2191,62
2260,62
2811,62
2883,62
4587,62
71,63
72,64
1,65
45,65
77,65
95,65
110,65
125,65
161,65
269,65
285,65
289,65
311,65
312,65
322,65
374,65
436,65
492,65
883,65
1042,65
1311,65
1312,65
1315,65
1335,65
1394,65
1442,65
1564,65
1616,65
1768,65
2059,65
2364,65
2472,65
2751,65
2980,65
3278,65
3336,65
3354,65
3510,65
4186,65
4208,65
4215,65
4251,65
4381,65
4874,65
78,66
4308,66
79,67
2955,67
3616,67
3772,67
4517,67
80,68
116,68
141,68
346,68
387,68
543,68
739,68
783,68
1169,68
1455,68
1806,68
2124,68
2174,68
2216,68
2353,68
2682,68
2896,68
3391,68
3527,68
4265,68
81,69
82,70
83,71
206,71
488,71
753,71
767,71
1220,71
1468,71
1978,71
2173,71
2197,71
3104,71
3201,71
84,72
346,72
1179,72
2211,72
4063,72
4186,72
4363,72
4381,72
85,73
1509,73
42,74
87,74
166,74
371,74
470,74
477,74
509,74
566,74
601,74
774,74
1135,74
1136,74
2441,74
2471,74
2528,74
2559,74
3802,74
4798,74
88,75
89,76
1882,76
90,77
420,77
92,78
144,78
374,78
490,78
504,78
648,78
690,78
786,78
905,78
990,78
1009,78
1060,78
1081,78
1108,78
1129,78
1141,78
1144,78
1264,78
1303,78
1378,78
1503,78
1684,78
1705,78
1811,78
1824,78
1899,78
1990,78
2111,78
2134,78
2207,78
2237,78
2249,78
2260,78
2283,78
2316,78
2335,78
2554,78
2731,78
2740,78
2853,78
2856,78
2907,78
2921,78
2994,78
2998,78
3047,78
3081,78
3139,78
3151,78
3206,78
3301,78
3306,78
3337,78
3472,78
3561,78
3678,78
3823,78
3827,78
3836,78
3914,78
4035,78
4064,78
4299,78
4345,78
4380,78
4407,78
4414,78
4467,78
4720,78
4736,78
4780,78
4931,78
94,79
100,79
111,79
163,79
302,79
770,79
830,79
1285,79
1565,79
1571,79
1703,79
1816,79
2448,79
2529,79
3933,79
4020,79
95,80
500,80
1365,80
2969,80
3300,80
4630,80
4898,80
4962,80
96,81
231,81
416,81
707,81
967,81
1025,81
1140,81
1173,81
1411,81
1656,81
2785,81
3151,81
3256,81
3258,81
4074,81
97,82
2201,82
98,83
215,83
657,83
2127,83
3826,83
4252,83
101,84
396,84
1333,84
102,85
4958,85
103,86
184,86
193,86
217,86
226,86
323,86
348,86
383,86
399,86
406,86
447,86
541,86
614,86
631,86
642,86
675,86
700,86
734,86
839,86
913,86
922,86
970,86
1023,86
1083,86
1098,86
1138,86
1225,86
1295,86
1298,86
1322,86
1372,86
1492,86
1575,86
1754,86
1786,86
1802,86
1872,86
1905,86
2034,86
2728,86
2894,86
3196,86
3383,86
3782,86
3813,86
104,87
1639,87
2619,87
3550,87
105,88
1030,88
2921,88
3146,88
106,89
268,89
2973,89
107,90
108,91
109,92
1170,92
2169,92
3758,92
110,93
1189,93
1314,93
2414,93
112,94
3021,94
113,95
114,96
630,96
117,97
4584,97
118,98
122,98
132,98
157,98
263,98
295,98
327,98
366,98
610,98
660,98
726,98
785,98
847,98
850,98
1043,98
1124,98
1253,98
1274,98
1276,98
1286,98
1289,98
1300,98
1340,98
1377,98
1395,98
1409,98
1425,98
1497,98
1541,98
1650,98
1716,98
1957,98
2038,98
2104,98
2154,98
2216,98
2265,98
2276,98
2279,98
2317,98
2326,98
2337,98
2368,98
2394,98
2431,98
2458,98
2460,98
2514,98
2570,98
2590,98
2655,98
2680,98
2748,98
2764,98
2817,98
2828,98
2873,98
2910,98
3137,98
3181,98
3215,98
3216,98
3237,98
3290,98
3324,98
3361,98
3410,98
3571,98
3589,98
3603,98
3632,98
3734,98
3736,98
3768,98
3781,98
3990,98
4073,98
4093,98
4133,98
4146,98
4237,98
4304,98
4354,98
4408,98
4478,98
4513,98
4551,98
4730,98
4781,98
4786,98
5022,98
119,99
1889,99
2193,99
4094,99
4594,99
120,100
550,100
1106,100
1772,100
2090,100
2290,100
2734,100
3190,100
3602,100
3623,100
3821,100
121,101
680,101
1550,101
123,102
2715,102
2911,102
39,103
65,103
82,103
115,103
116,103
126,103
196,103
417,103
480,103
502,103
587,103
611,103
658,103
767,103
802,103
817,103
1028,103
1108,103
1465,103
1567,103
1748,103
1787,103
1906,103
2062,103
2136,103
2235,103
2302,103
2372,103
3586,103
3623,103
4666,103
4779,103
127,104
128,105
1781,105
129,106
189,106
197,106
620,106
744,106
2767,106
2909,106
3011,106
3556,106
3672,106
3723,106
3950,106
4753,106
130,107
132,108
274,108
277,108
314,108
432,108
724,108
790,108
839,108
955,108
1458,108
1568,108
1771,108
2010,108
2204,108
2666,108
2903,108
3020,108
3225,108
3313,108
3466,108
3483,108
3609,108
4565,108
4726,108
4830,108
4943,108
133,109
134,110
135,111
1834,111
2616,111
4047,111
4096,111
64,112
136,112
138,112
524,112
873,112
137,113
2826,113
5020,113
139,114
746,114
73,115
140,115
155,115
363,115
383,115
1130,115
1172,115
1339,115
1345,115
1724,115
1909,115
2257,115
2347,115
2355,115
2494,115
2515,115
2523,115
2606,115
2738,115
3012,115
3639,115
4717,115
142,116
541,116
1171,116
2306,116
2931,116
143,117
145,118
356,118
1005,118
1093,118
1939,118
2042,118
2067,118
2119,118
2558,118
3151,118
3244,118
3347,118
4355,118
4427,118
4453,118
4741,118
146,119
304,119
1125,119
1519,119
2184,119
2257,119
3123,119
3474,119
3612,119
3880,119
3953,119
132,120
147,120
320,120
324,120
354,120
407,120
432,120
539,120
581,120
712,120
724,120
933,120
955,120
997,120
1150,120
1202,120
1209,120
1280,120
1300,120
1334,120
1436,120
1543,120
1578,120
1618,120
1871,120
1941,120
2011,120
2186,120
2191,120
2225,120
2274,120
2434,120
2495,120
2591,120
2621,120
2659,120
2780,120
2979,120
3004,120
3178,120
3250,120
3276,120
3474,120
3503,120
3514,120
4064,120
4119,120
4264,120
4277,120
4285,120
4368,120
4726,120
4791,120
4834,120
4854,120
4950,120
4951,120
114,121
148,121
262,121
352,121
833,121
2183,121
2405,121
2517,121
3738,121
4083,121
149,122
224,122
483,122
501,122
1481,122
1568,122
1728,122
2480,122
4480,122
4648,122
150,123
3729,123
62,124
151,124
225,124
357,124
375,124
753,124
848,124
1124,124
1153,124
1182,124
1439,124
1544,124
1563,124
1583,124
1878,124
2197,124
2232,124
2281,124
2362,124
2386,124
2624,124
2627,124
2776,124
2808,124
3070,124
3172,124
3538,124
3703,124
3823,124
3827,124
3859,124
3917,124
4126,124
4321,124
4528,124
56,125
152,125
2576,125
154,126
303,126
434,126
488,126
580,126
689,126
1475,126
1732,126
1879,126
1951,126
2255,126
2314,126
2890,126
3278,126
3507,126
4540,126
156,127
775,127
157,128
4232,128
158,129
4726,129
19,130
49,130
159,130
195,130
557,130
562,130
601,130
627,130
667,130
833,130
853,130
949,130
1068,130
1557,130
1632,130
1700,130
1804,130
2057,130
2226,130
2682,130
2991,130
3231,130
3573,130
3712,130
4389,130
4390,130
4895,130
4899,130
160,131
164,131
1161,131
2153,131
3735,131
3892,131
162,132
1455,132
1647,132
1832,132
1963,132
2079,132
2889,132
3313,132
3463,132
3906,132
3916,132
4071,132
164,133
326,133
721,133
140,134
155,134
167,134
185,134
260,134
993,134
1894,134
2015,134
2298,134
3117,134
3146,134
3219,134
168,135
261,135
752,135
860,135
1061,135
1142,135
1171,135
1502,135
1672,135
1674,135
1759,135
1977,135
2535,135
2603,135
2773,135
3248,135
3332,135
3384,135
3412,135
3853,135
3855,135
4266,135
4464,135
4537,135
4722,135
72,136
169,136
171,136
349,136
489,136
529,136
799,136
1073,136
1087,136
1310,136
1324,136
1505,136
1721,136
1796,136
2033,136
2864,136
2938,136
2972,136
3353,136
4360,136
4363,136
170,137
452,137
560,137
1286,137
1588,137
1631,137
2065,137
2174,137
2489,137
2568,137
2849,137
2918,137
2957,137
3152,137
3359,137
3411,137
3711,137
3741,137
3948,137
4175,137
4387,137
4836,137
172,138
1783,138
4894,138
173,139
254,139
605,139
763,139
1111,139
1319,139
1385,139
1766,139
2089,139
2331,139
3376,139
3473,139
174,140
1325,140
2408,140
4340,140
4498,140
176,141
3539,141
3771,141
177,142
299,142
1305,142
178,143
261,143
995,143
179,144
2549,144
3279,144
4466,144
4937,144
180,145
181,146
1298,146
1394,146
1736,146
2083,146
2179,146
2261,146
2559,146
2817,146
3172,146
3277,146
182,147
183,148
239,148
517,148
2190,148
2383,148
186,149
727,149
1096,149
1112,149
61,150
143,150
169,150
187,150
400,150
446,150
489,150
493,150
600,150
654,150
678,150
700,150
704,150
773,150
777,150
791,150
1080,150
1126,150
1135,150
1215,150
1218,150
1397,150
1523,150
1595,150
1706,150
1754,150
1976,150
2054,150
2064,150
2129,150
2200,150
2273,150
2440,150
2518,150
2631,150
3292,150
4325,150
4668,150
189,151
3011,151
4753,151
191,152
493,152
1525,152
3260,152
3288,152
3920,152
192,153
697,153
941,153
1054,153
1904,153
1952,153
2287,153
2370,153
2755,153
3008,153
3690,153
4323,153
4393,153
4409,153
139,154
192,154
199,154
359,154
624,154
1796,154
4412,154
5026,154
123,155
201,155
251,155
369,155
783,155
964,155
1020,155
1048,155
1878,155
2314,155
2420,155
4504,155
203,156
433,156
716,156
1036,156
1115,156
1212,156
1368,156
1472,156
1499,156
1511,156
1512,156
1790,156
1868,156
1873,156
1958,156
2062,156
2101,156
2260,156
2301,156
2385,156
2550,156
2867,156
2958,156
3232,156
3404,156
3755,156
4141,156
4757,156
4987,156
204,157
1014,157
1289,157
1526,157
1695,157
1837,157
2127,157
2601,157
2607,157
3784,157
3832,157
3919,157
3988,157
4209,157
4871,157
206,158
208,159
265,159
969,159
1305,159
1368,159
209,160
1197,160
210,161
416,161
1093,161
4552,161
212,162
1160,162
1167,162
1457,162
1827,162
1910,162
2065,162
2526,162
3425,162
3615,162
4319,162
4524,162
213,163
2193,163
2908,163
4087,163
4094,163
4185,163
4942,163
4958,163
214,164
1531,164
1995,164
2651,164
3080,164
216,165
514,165
546,165
1505,165
1748,165
2645,165
3522,165
4581,165
18,166
217,166
256,166
399,166
528,166
691,166
717,166
751,166
754,166
795,166
815,166
849,166
859,166
1000,166
1135,166
1136,166
1391,166
1462,166
1470,166
1659,166
1952,166
2152,166
2202,166
2247,166
2271,166
2484,166
2661,166
2743,166
2964,166
3196,166
3218,166
3418,166
3484,166
3508,166
4248,166
4842,166
5036,166
218,167
1064,167
1595,167
1617,167
2667,167
220,168
4549,168
177,169
218,169
221,169
743,169
1538,169
1592,169
223,170
225,171
226,172
227,173
235,173
270,173
290,173
319,173
325,173
405,173
408,173
470,173
519,173
529,173
535,173
571,173
588,173
622,173
647,173
754,173
769,173
786,173
823,173
831,173
873,173
912,173
1025,173
1077,173
1080,173
1152,173
1160,173
1219,173
1263,173
1273,173
1275,173
1328,173
1422,173
1437,173
1454,173
1467,173
1527,173
1532,173
1533,173
1656,173
1690,173
1704,173
1803,173
1823,173
1829,173
1952,173
1955,173
1965,173
1989,173
2021,173
2034,173
2096,173
2130,173
2171,173
2497,173
2554,173
2707,173
2865,173
2930,173
3044,173
3054,173
3098,173
3175,173
3421,173
3446,173
3536,173
3617,173
3945,173
4467,173
5040,173
228,174
229,175
230,176
232,177
2837,177
233,178
234,179
3170,179
226,180
235,180
373,180
681,180
766,180
1006,180
1298,180
1476,180
1616,180
1854,180
2223,180
2228,180
2525,180
4513,180
4657,180
236,181
1654,181
4004,181
4626,181
237,182
90,183
167,183
169,183
238,183
272,183
361,183
691,183
993,183
1239,183
1345,183
1659,183
1661,183
1722,183
1950,183
2015,183
2420,183
2606,183
2741,183
2752,183
2815,183
3010,183
3117,183
3124,183
3219,183
3588,183
3626,183
3748,183
4404,183
4842,183
25,184
175,184
188,184
192,184
239,184
282,184
354,184
398,184
532,184
572,184
613,184
653,184
714,184
715,184
727,184
845,184
952,184
954,184
1009,184
1056,184
1057,184
1082,184
1102,184
1108,184
1156,184
1158,184
1178,184
1196,184
1216,184
1217,184
1245,184
1266,184
1301,184
1383,184
1418,184
1507,184
1604,184
1608,184
1624,184
1626,184
1720,184
1811,184
1898,184
1984,184
2008,184
2027,184
2031,184
2097,184
2102,184
2107,184
2145,184
2204,184
2240,184
2260,184
2285,184
2286,184
2308,184
2332,184
2337,184
2378,184
2381,184
2394,184
2409,184
2423,184
2450,184
2495,184
2511,184
2544,184
2604,184
2618,184
2630,184
2641,184
2655,184
2691,184
2720,184
2734,184
2777,184
2800,184
2802,184
2965,184
2968,184
2988,184
2994,184
3005,184
3053,184
3064,184
3090,184
3096,184
3110,184
3145,184
3165,184
3190,184
3206,184
3223,184
3317,184
3344,184
3357,184
3365,184
3377,184
3381,184
3396,184
3400,184
3412,184
3415,184
3429,184
3464,184
3469,184
3503,184
3529,184
3536,184
3548,184
3557,184
3563,184
3587,184
3591,184
3613,184
3662,184
3675,184
3686,184
3724,184
3760,184
3776,184
3808,184
3822,184
3870,184
3947,184
3948,184
3967,184
3998,184
4028,184
4031,184
4042,184
4083,184
4092,184
4099,184
4121,184
4155,184
4179,184
4189,184
4240,184
4269,184
4278,184
4280,184
4297,184
4344,184
4377,184
4388,184
4408,184
4558,184
4565,184
4568,184
4579,184
4641,184
4654,184
4699,184
4741,184
4792,184
4804,184
4857,184
4858,184
4897,184
4917,184
4931,184
4986,184
5004,184
5009,184
240,185
242,186
1078,186
1679,186
1696,186
1859,186
3486,186
3540,186
4308,186
4378,186
4379,186
4963,186
243,187
244,188
3463,188
4277,188
8,189
245,189
1840,189
246,190
2821,190
248,191
4065,191
252,192
1976,192
253,193
2301,193
4375,193
254,194
74,195
97,195
255,195
305,195
782,195
1019,195
1729,195
1763,195
2172,195
2436,195
3266,195
3372,195
3393,195
3706,195
3894,195
4101,195
4799,195
4935,195
257,196
3491,196
258,197
1628,197
1715,197
2546,197
3898,197
4077,197
4992,197
259,198
260,199
1818,199
4069,199
263,200
197,201
264,201
1841,201
2843,201
4081,201
266,202
507,202
3111,202
233,203
267,203
838,203
268,204
21,205
24,205
271,205
420,205
434,205
1541,205
272,206
662,206
862,206
1064,206
1133,206
1489,206
1514,206
2309,206
2335,206
2760,206
3344,206
3454,206
3588,206
4111,206
4141,206
4469,206
273,207
1799,207
2140,207
3755,207
274,208
314,208
275,209
276,210
278,211
152,212
279,212
288,212
384,212
503,212
778,212
888,212
1315,212
1396,212
1520,212
1578,212
1814,212
3078,212
3815,212
3909,212
4063,212
4174,212
4290,212
281,213
436,213
764,213
1104,213
1119,213
1705,213
2106,213
2900,213
282,214
283,215
4279,215
284,216
471,216
286,217
287,218
322,218
401,218
412,218
566,218
706,218
836,218
921,218
1048,218
1388,218
1440,218
1718,218
2497,218
2945,218
3073,218
3086,218
3274,218
3293,218
4805,218
290,219
458,219
713,219
1269,219
1569,219
2384,219
2910,219
3046,219
3272,219
3530,219
3642,219
3728,219
4146,219
4254,219
3,220
287,220
292,220
616,220
943,220
1406,220
2945,220
3413,220
293,221
203,222
294,222
421,222
976,222
1071,222
1108,222
1431,222
1637,222
1705,222
1709,222
1776,222
2316,222
2333,222
2796,222
2875,222
3021,222
3238,222
3287,222
3743,222
4206,222
4280,222
4372,222
4430,222
4601,222
4646,222
4649,222
4797,222
5022,222
295,223
296,224
438,224
1174,224
1907,224
297,225
3657,225
298,226
300,227
533,227
792,227
1416,227
1434,227
1727,227
2026,227
2891,227
2909,227
3121,227
3346,227
3640,227
3725,227
4205,227
4361,227
4501,227
4711,227
4735,227
4875,227
301,228
3959,228
303,229
1266,229
306,230
3171,230
307,231
2718,231
150,232
308,232
468,232
497,232
702,232
831,232
939,232
1183,232
1381,232
1860,232
1925,232
2302,232
2785,232
3018,232
3118,232
3466,232
3709,232
4069,232
309,233
363,233
541,233
669,233
906,233
971,233
1186,233
1404,233
1413,233
1497,233
1593,233
1691,233
1920,233
2069,233
2164,233
2251,233
2354,233
2991,233
3017,233
3207,233
3222,233
3232,233
3343,233
3505,233
3782,233
3812,233
4279,233
4518,233
10,234
27,234
105,234
234,234
310,234
333,234
392,234
397,234
404,234
409,234
418,234
459,234
478,234
595,234
618,234
637,234
661,234
726,234
767,234
819,234
833,234
837,234
840,234
991,234
992,234
1066,234
1103,234
1114,234
1133,234
1156,234
1168,234
1217,234
1228,234
1245,234
1254,234
1256,234
1279,234
1353,234
1379,234
1392,234
1415,234
1436,234
1514,234
1515,234
1539,234
1571,234
1576,234
1608,234
1631,234
1670,234
1675,234
1700,234
1767,234
1777,234
1813,234
1930,234
1944,234
1949,234
1953,234
1986,234
2043,234
2082,234
2087,234
2102,234
2145,234
2174,234
2204,234
2230,234
2245,234
2261,234
2263,234
2265,234
2289,234
2322,234
2355,234
2359,234
2366,234
2369,234
2413,234
2432,234
2438,234
2456,234
2502,234
2527,234
2537,234
2542,234
2565,234
2589,234
2604,234
2636,234
2695,234
2700,234
2710,234
2711,234
2725,234
2727,234
2738,234
2758,234
2791,234
2795,234
2866,234
2900,234
2903,234
2911,234
2927,234
2934,234
2936,234
2957,234
2984,234
2987,234
3038,234
3058,234
3063,234
3065,234
3082,234
3084,234
3089,234
3120,234
3184,234
3186,234
3195,234
3234,234
3254,234
3274,234
3276,234
3277,234
3296,234
3315,234
3351,234
3360,234
3382,234
3415,234
3420,234
3422,234
3429,234
3451,234
3509,234
3556,234
3595,234
3614,234
3623,234
3640,234
3649,234
3676,234
3695,234
3730,234
3776,234
3800,234
3852,234
3883,234
3895,234
3975,234
3979,234
3999,234
4011,234
4021,234
4070,234
4089,234
4106,234
4161,234
4172,234
4179,234
4191,234
4193,234
4197,234
4222,234
4239,234
4258,234
4267,234
4306,234
4358,234
4361,234
4377,234
4389,234
4391,234
4433,234
4450,234
4472,234
4475,234
4494,234
4557,234
4576,234
4601,234
4622,234
4735,234
4743,234
4754,234
4770,234
4802,234
4810,234
4825,234
4843,234
4862,234
4883,234
4931,234
4943,234
4985,234
5012,234
312,235
409,235
2408,235
2695,235
313,236
317,237
319,238
2021,238
3670,238
3728,238
4689,238
320,239
636,239
652,239
1021,239
1032,239
1033,239
1371,239
1443,239
1461,239
1541,239
1610,239
1623,239
1725,239
1751,239
1847,239
1931,239
2145,239
2603,239
2656,239
2699,239
2853,239
2877,239
3066,239
3464,239
3521,239
3564,239
3863,239
4102,239
4155,239
4414,239
4558,239
4958,239
5019,239
321,240
664,240
1221,240
2891,240
17,241
325,241
414,241
1406,241
1452,241
2206,241
2245,241
3266,241
3550,241
3551,241
4106,241
4559,241
4635,241
4696,241
327,242
2744,242
2988,242
328,243
329,244
715,244
1157,244
1820,244
2151,244
4785,244
330,245
1921,245
3773,245
4362,245
332,246
678,246
333,247
3756,247
3977,247
334,248
335,249
336,250
337,251
4142,251
338,252
841,252
896,252
1138,252
1374,252
1497,252
1502,252
1630,252
1674,252
1903,252
1930,252
1975,252
2147,252
2668,252
2775,252
2956,252
3139,252
3309,252
3608,252
4288,252
4464,252
4585,252
85,253
339,253
1509,253
12,254
25,254
125,254
340,254
341,254
710,254
1161,254
1612,254
2452,254
2614,254
3968,254
342,255
1154,255
2448,255
3418,255
4226,255
130,256
343,256
346,257
741,257
3676,257
3734,257
4660,257
347,258
534,258
840,258
3495,258
192,259
254,259
350,259
417,259
485,259
495,259
590,259
750,259
751,259
821,259
844,259
884,259
1473,259
2242,259
2439,259
3583,259
351,260
354,261
2362,261
355,262
120,263
358,263
443,263
512,263
1137,263
1364,263
1459,263
1546,263
1889,263
1990,263
3396,263
4180,263
4293,263
4522,263
4555,263
360,264
361,265
362,266
363,267
364,268
498,268
136,269
365,269
1211,269
1877,269
2091,269
2156,269
4994,269
367,270
2738,270
3997,270
369,271
370,272
449,272
598,272
838,272
866,272
371,273
372,274
374,275
375,276
1581,276
376,277
858,277
3080,277
377,278
741,278
1147,278
1306,278
1693,278
2100,278
2470,278
2531,278
2547,278
2682,278
3565,278
3716,278
4002,278
4150,278
4159,278
4215,278
4633,278
4634,278
4682,278
4978,278
378,279
379,280
380,281
381,282
382,283
879,283
210,284
385,284
2349,284
3976,284
4412,284
4498,284
386,285
1344,285
3879,285
252,286
387,286
1635,286
2914,286
3378,286
383,287
388,287
632,287
661,287
827,287
843,287
933,287
1637,287
1809,287
1916,287
1982,287
2028,287
2040,287
2249,287
2357,287
2378,287
2392,287
2450,287
2541,287
2542,287
2564,287
2755,287
2780,287
2809,287
2833,287
2920,287
2936,287
2948,287
2958,287
2988,287
3140,287
3363,287
3397,287
3412,287
3429,287
3515,287
3529,287
3559,287
3563,287
3591,287
3592,287
3631,287
3651,287
3690,287
3768,287
3776,287
3863,287
3948,287
4000,287
4100,287
4121,287
4221,287
4241,287
4358,287
4394,287
4408,287
